인덱스,자재코드,자재내역,플랜트,특별재고,저장위치,배치,기말수량,기말금액,단가,대분류,소분류,유효기한,남은일,유효기한구간,3평판,예측부진재고,예측부진재고금액,판매개선율,권장판매량
163,2303810,[부자재]글로우팩트(FW)레드에디션_21호내추럴_봉합라벨(26년설),1510,nan,5000,nan,5300.0,248437.0,46.87490566037736,미분류,미분류,,0,유효기한 없음,0.0,0.0,0.0,,
165,2303811,[부자재]글로우팩트(FW)레드에디션_19호페어_봉합라벨(26년설),1510,nan,5000,nan,1300.0,60936.99999999999,46.87461538461538,미분류,미분류,,0,유효기한 없음,0.0,0.0,0.0,,
167,2303812,[부자재]글로우팩트(FW)레드에디션_23호베이지_봉합라벨(26년설),1510,nan,5000,nan,1300.0,60936.99999999999,46.87461538461538,미분류,미분류,,0,유효기한 없음,0.0,0.0,0.0,,
169,2303813,[부자재]기미쿠션레드에디션_21호내추럴_봉합라벨(26년설),1510,nan,5000,nan,5600.0,205625.0,36.71875,미분류,미분류,,0,유효기한 없음,0.0,0.0,0.0,,
171,2303814,[부자재]기미쿠션레드에디션_23호베이지_봉합라벨(26년설),1510,nan,5000,nan,3000.0,117187.0,39.062333333333335,미분류,미분류,,0,유효기한 없음,0.0,0.0,0.0,,
173,2303815,[부자재]기미쿠션레드에디션_19호페어_봉합라벨(26년설),1510,nan,5000,nan,1400.0,65625.0,46.875,미분류,미분류,,0,유효기한 없음,0.0,0.0,0.0,,
175,2303816,[부자재]기미쿠션레드에디션_22호라이트베이지_봉합라벨(26년설),1510,nan,5000,nan,900.0,42187.0,46.87444444444444,미분류,미분류,,0,유효기한 없음,0.0,0.0,0.0,,
177,2303817,[부자재]기미쿠션세트_21호 내추럴_봉합라벨(26신년),1510,nan,5000,nan,1300.0,60936.99999999999,46.87461538461538,미분류,미분류,,0,유효기한 없음,0.0,0.0,0.0,,
179,2303818,[부자재]기미쿠션세트_22호 라이트베이지_봉합라벨(26신년),1510,nan,5000,nan,1500.0,70312.0,46.87466666666667,미분류,미분류,,0,유효기한 없음,0.0,0.0,0.0,,
181,2303819,[부자재]기미쿠션세트_19호 페어_봉합라벨(26신년),1510,nan,5000,nan,1500.0,70312.0,46.87466666666667,미분류,미분류,,0,유효기한 없음,0.0,0.0,0.0,,
183,2303820,[부자재]기미쿠션세트_23호 베이지_봉합라벨(26신년),1510,nan,5000,nan,1500.0,70312.0,46.87466666666667,미분류,미분류,,0,유효기한 없음,0.0,0.0,0.0,,
185,2303821,[부자재]기미팩트세트_21호내추럴_봉합라벨(26신년),1510,nan,5000,nan,1510.0,70781.0,46.87483443708609,미분류,미분류,,0,유효기한 없음,0.0,0.0,0.0,,
187,2303822,[부자재]기미팩트세트_23호베이지_봉합라벨(26신년),1510,nan,5000,nan,1560.0,73125.0,46.875,미분류,미분류,,0,유효기한 없음,0.0,0.0,0.0,,
189,2303823,[부자재]기미팩트세트_19호페어_봉합라벨(26신년),1510,nan,5000,nan,1590.0,74531.0,46.8748427672956,미분류,미분류,,0,유효기한 없음,0.0,0.0,0.0,,
191,2303824,[부자재]기미앰플30ML*6세트(26신년)_슬리브(+종이게또),1510,nan,5000,nan,80.0,8000.0,100.0,세트포장재,세트포장재,,0,유효기한 없음,0.0,0.0,0.0,,
193,2303825,[부자재]부스터샷6입(본품3+리필3)세트_싸바리(26신년),1510,nan,5000,nan,620.0,620000.0,1000.0,세트포장재,세트포장재,,0,유효기한 없음,0.0,0.0,0.0,,
195,2303826,"[부자재]쿠션,팩트레드에디션_리본쇼핑백(공용,26설)",1510,nan,5000,nan,13460.0,7621999.999999999,566.2704309063893,세트포장재,세트포장재,,0,유효기한 없음,0.0,0.0,0.0,,
197,2303828,[부자재]부스터샷묶음(본품1+리필1)세트_띠라벨(면세),1510,nan,5000,nan,1200.0,212727.0,177.2725,세트포장재,세트포장재,,0,유효기한 없음,0.0,0.0,0.0,,
199,2303830,[부자재]기미팩트세트(본품3+리필3+퍼프3)_싸바리(공용),1510,nan,5000,nan,1019.0,509500.0,500.0,세트포장재,세트포장재,,0,유효기한 없음,0.0,0.0,0.0,,
200,2303830,[부자재]기미팩트세트(본품3+리필3+퍼프3)_싸바리(공용),1510,nan,5100,nan,0.0,0.0,500.0,세트포장재,세트포장재,,0,유효기한 없음,0.0,0.0,0.0,,
201,2303830,[부자재]기미팩트세트(본품3+리필3+퍼프3)_싸바리(공용),1510,nan,5200,nan,4.0,2000.0,500.0,세트포장재,세트포장재,,0,유효기한 없음,0.0,0.0,0.0,,
203,2303831,[부자재]이지듀항산화*4세트(26신년)_슬리브(+종이게또),1510,nan,5000,nan,75.0,7500.0,100.0,세트포장재,세트포장재,,0,유효기한 없음,0.0,0.0,0.0,,
205,2303832,[부자재]원데이앰플15ml*2ea(홈쇼핑)_세트단상자(+종이겟도바시),1510,nan,5000,nan,0.0,0.0,0.0,미분류,미분류,,0,유효기한 없음,0.0,0.0,0.0,,
206,2303832,[부자재]원데이앰플15ml*2ea(홈쇼핑)_세트단상자(+종이겟도바시),1510,nan,6090,nan,0.0,0.0,0.0,미분류,미분류,,0,유효기한 없음,0.0,0.0,0.0,,
208,2303865,[부자재]이지듀항산화*4세트(26신년)_하판,1510,nan,5000,nan,5.0,5000.0,1000.0,세트포장재,세트포장재,,0,유효기한 없음,0.0,0.0,0.0,,
210,2303866,[부자재]이지듀항산화*4세트(26신년)_패드,1510,nan,5000,nan,75.0,9593.0,127.90666666666667,세트포장재,세트포장재,,0,유효기한 없음,0.0,0.0,0.0,,
212,2303867,[부자재]부스터샷6입(본품3+리필3)세트_슬리브(26신년),1510,nan,5000,nan,690.0,103500.0,150.0,세트포장재,세트포장재,,0,유효기한 없음,0.0,0.0,0.0,,
214,2303868,[부자재]부스터샷6입(본품3+리필3)세트_패드(26신년),1510,nan,5000,nan,690.0,42097.0,61.01014492753623,세트포장재,세트포장재,,0,유효기한 없음,0.0,0.0,0.0,,
216,2303869,[부자재]기미앰플30ML*6세트(26신년)_하판,1510,nan,5000,nan,20.0,20000.0,1000.0,세트포장재,세트포장재,,0,유효기한 없음,0.0,0.0,0.0,,
218,2303880,[부자재]기미앰플30ML*6세트(26신년)_패드,1510,nan,5000,nan,80.0,5333.0,66.6625,세트포장재,세트포장재,,0,유효기한 없음,0.0,0.0,0.0,,
219,2400000,[세트포장재]앰플쿠션_22호_면세기획세트(본품+리필2)39g_단상자,1510,nan,5000,nan,1200.0,490000.0,408.3333333333333,미분류,미분류,,0,유효기한 없음,0.0,0.0,0.0,,
221,2400011,[부자재]원데이앰플15ml*2ea(홈쇼핑)_슬리브,1510,nan,5000,nan,0.0,0.0,188.0,미분류,미분류,,0,유효기한 없음,0.0,0.0,0.0,,
222,2400011,[부자재]원데이앰플15ml*2ea(홈쇼핑)_슬리브,1510,nan,6090,nan,840.0,157920.0,188.0,미분류,미분류,,0,유효기한 없음,0.0,0.0,0.0,,
223,2400020,[세트포장재]앰플쿠션_19호_면세기획세트(본품+리필2)39g_단상자_V4,1510,nan,5000,nan,1200.0,490000.0,408.3333333333333,미분류,미분류,,0,유효기한 없음,0.0,0.0,0.0,,
224,2400021,[세트포장재]앰플쿠션_21호_면세기획세트(본품+리필2)39g_단상자V4,1510,nan,5000,nan,2200.0,980000.0,445.45454545454544,미분류,미분류,,0,유효기한 없음,0.0,0.0,0.0,,
225,2400022,[세트포장재]앰플쿠션_23호_면세기획세트(본품+리필2)39g_단상자V4,1510,nan,5000,nan,1200.0,490000.0,408.3333333333333,미분류,미분류,,0,유효기한 없음,0.0,0.0,0.0,,
227,7000974,[판촉물_부자재][EA]통합쇼핑백(27*35)_일반,1510,nan,5000,nan,1912.0,9333.068193649142,4.8813118167621035,판촉물,판촉물,,0,유효기한 없음,0.0,0.0,0.0,,
228,7001011,[판촉물_상품]실리콘클렌징브러쉬(비비또)_오렌지,1510,nan,5000,nan,467.0,0.0,0.0,판촉물,판촉물,,0,유효기한 없음,0.0,0.0,0.0,,
233,7001012,[판촉물_상품]클렌징브러쉬듀오,1510,nan,5000,nan,4330.0,82546.93604248442,19.063957515585315,판촉물,판촉물,,0,유효기한 없음,34.333333333333336,4330.0,82546.93604248442,900% 이상,343.33333333333337
234,7001012,[판촉물_상품]클렌징브러쉬듀오,1510,nan,5100,nan,0.0,0.0,19.063957515585315,판촉물,판촉물,,0,유효기한 없음,34.333333333333336,0.0,0.0,900% 이상,343.33333333333337
235,7300456,=배송비=,1510,nan,5000,nan,208640.0,0.0,0.0,기타,기타,,0,유효기한 없음,13707.666666666666,208640.0,0.0,900% 이상,137076.66666666666
236,7300456,=배송비=,1510,nan,5100,nan,23.0,0.0,0.0,기타,기타,,0,유효기한 없음,13707.666666666666,23.0,0.0,900% 이상,137076.66666666666
237,7300456,=배송비=,1510,nan,5300,nan,0.0,0.0,0.0,기타,기타,,0,유효기한 없음,13707.666666666666,0.0,0.0,900% 이상,137076.66666666666
238,7300925,[판촉물_상품][EA]사각손거울(95x166mm),1510,nan,5000,nan,686.0,0.0,0.0,판촉물,판촉물,,0,유효기한 없음,0.0,0.0,0.0,,
239,7300927,[판촉물_부자재][EA]서랍형2종손잡이케이스(94*47*190)(판),1510,nan,5000,nan,33.0,43494.0,1318.0,세트포장재,세트포장재,,0,유효기한 없음,0.0,0.0,0.0,,
241,7301041,[EA]디더블유이지에프더마톡스니들롤러대,1510,nan,5000,nan,0.0,0.0,1379.283413393614,판촉물,판촉물,,0,유효기한 없음,200.66666666666666,0.0,0.0,900% 이상,2006.6666666666665
242,7301041,[EA]디더블유이지에프더마톡스니들롤러대,1510,nan,5300,nan,0.0,0.0,1379.283413393614,판촉물,판촉물,,0,유효기한 없음,200.66666666666666,0.0,0.0,900% 이상,2006.6666666666665
243,7301041,[EA]디더블유이지에프더마톡스니들롤러대,1510,nan,7040,nan,7078.0,9762568.0,1379.283413393614,판촉물,판촉물,,0,유효기한 없음,200.66666666666666,7078.0,9762568.0,900% 이상,2006.6666666666665
244,7301049,[상품]이지듀MD크림85g,1510,nan,5000,5UA9711,488.0,4879958.433266264,9999.914822266936,기타,기타,2028-06-03,809,24개월 이상,206.0,0.0,0.0,900% 이상,2060.0
245,7301049,[상품]이지듀MD크림85g,1510,nan,5000,5UC9711,1000.0,9999914.822266936,9999.914822266936,기타,기타,2028-06-18,824,24개월 이상,206.0,0.0,0.0,900% 이상,2060.0
246,7301049,[상품]이지듀MD크림85g,1510,nan,5000,5YA9711,0.0,0.0,9999.914822266936,기타,기타,,0,유효기한 없음,206.0,0.0,0.0,900% 이상,2060.0
247,7301049,[상품]이지듀MD크림85g,1510,nan,5100,0,0.0,0.0,9999.914822266936,기타,기타,,0,유효기한 없음,206.0,0.0,0.0,900% 이상,2060.0
248,7301049,[상품]이지듀MD크림85g,1510,nan,5100,5UA9711,2.0,19999.82964453387,9999.914822266936,기타,기타,2028-06-03,809,24개월 이상,206.0,0.0,0.0,900% 이상,2060.0
249,7301049,[상품]이지듀MD크림85g,1510,nan,5100,5YA9711,0.0,0.0,9999.914822266936,기타,기타,,0,유효기한 없음,206.0,0.0,0.0,900% 이상,2060.0
250,7301049,[상품]이지듀MD크림85g,1510,nan,5400,5YA9711,1.0,9999.914822266936,9999.914822266936,기타,기타,,0,유효기한 없음,206.0,1.0,9999.914822266936,900% 이상,2060.0
251,7301162,[판촉물_부자재][EA]리본고리선물케이스(소형)_판매용,1510,nan,5000,nan,180.0,180180.0,1001.0,판촉물,판촉물,,0,유효기한 없음,0.0,0.0,0.0,,
252,7301234,[EA]아크네클리어필해면스펀지,1510,nan,5000,nan,1.0,1.0,1.0,판촉물,판촉물,,0,유효기한 없음,0.0,0.0,0.0,,
261,7301237,[부자재]이지듀쇼핑백_소(200*80*200)_백색둥근종이끈,1510,nan,5000,nan,629.0,163540.0,260.0,판촉물,판촉물,,0,유효기한 없음,1626.0,629.0,163540.0,900% 이상,16260.0
262,7301237,[부자재]이지듀쇼핑백_소(200*80*200)_백색둥근종이끈,1510,nan,5100,nan,105.0,27300.0,260.0,판촉물,판촉물,,0,유효기한 없음,1626.0,105.0,27300.0,900% 이상,16260.0
263,7301237,[부자재]이지듀쇼핑백_소(200*80*200)_백색둥근종이끈,1510,nan,6090,nan,3417.0,888420.0,260.0,판촉물,판촉물,,0,유효기한 없음,1626.0,3417.0,888420.0,900% 이상,16260.0
264,7301307,용역비,1510,nan,5000,nan,500000000.0,0.0,0.0,미분류,미분류,,0,유효기한 없음,0.0,0.0,0.0,,
265,7301308,용역비코드,1510,nan,5000,nan,499999988.0,0.0,0.0,기타,기타,,0,유효기한 없음,0.0,0.0,0.0,,
266,7301347,[판촉물_상품]이지듀가정의달세트_단상자,1510,nan,5000,0000034747,80.0,26400.0,330.0,판촉물,판촉물,,0,유효기한 없음,0.0,0.0,0.0,,
268,7301348,[판촉물_상품]이지듀가정의달세트_손잡이박스,1510,nan,5000,0000034748,0.0,0.0,0.0,판촉물,판촉물,,0,유효기한 없음,256.0,0.0,0.0,,
269,7301441,[EA]디더블유이지에프더마톡스니들롤러대_미품,1510,nan,5000,nan,17125.0,20488618.0,1196.4156496350365,판촉물,판촉물,,0,유효기한 없음,0.0,0.0,0.0,,
271,7301514,[판촉물_부자재][EA]삼각형쇼핑백(끈조립),1510,nan,5000,nan,3608.0,2742080.0,760.0,판촉물,판촉물,,0,유효기한 없음,0.0,0.0,0.0,,
272,7301542,[EA]디더블유이지에프 엠티에스 롤러대_AD(2024),1510,nan,5000,00,9159.0,12639420.0,1380.0,판촉물,판촉물,,0,유효기한 없음,23.333333333333332,9159.0,12639420.0,900% 이상,233.33333333333331
273,7301542,[EA]디더블유이지에프 엠티에스 롤러대_AD(2024),1510,nan,5100,0,0.0,0.0,1380.0,판촉물,판촉물,,0,유효기한 없음,23.333333333333332,0.0,0.0,900% 이상,233.33333333333331
274,7301542,[EA]디더블유이지에프 엠티에스 롤러대_AD(2024),1510,nan,5100,00,3.0,4140.0,1380.0,판촉물,판촉물,,0,유효기한 없음,23.333333333333332,3.0,4140.0,900% 이상,233.33333333333331
275,7301542,[EA]디더블유이지에프 엠티에스 롤러대_AD(2024),1510,nan,6030,00,1.0,1380.0,1380.0,판촉물,판촉물,,0,유효기한 없음,23.333333333333332,1.0,1380.0,900% 이상,233.33333333333331
276,7301542,[EA]디더블유이지에프 엠티에스 롤러대_AD(2024),1510,nan,7020,00,52.0,71760.0,1380.0,판촉물,판촉물,,0,유효기한 없음,23.333333333333332,52.0,71760.0,900% 이상,233.33333333333331
277,7301542,[EA]디더블유이지에프 엠티에스 롤러대_AD(2024),1510,nan,7040,00,4.0,5520.0,1380.0,판촉물,판촉물,,0,유효기한 없음,23.333333333333332,4.0,5520.0,900% 이상,233.33333333333331
278,7301542,[EA]디더블유이지에프 엠티에스 롤러대_AD(2024),1510,nan,7060,00,81.0,111780.0,1380.0,판촉물,판촉물,,0,유효기한 없음,23.333333333333332,81.0,111780.0,900% 이상,233.33333333333331
279,7301580,[판촉물_상품][EA]멜라라필전용브러쉬,1510,nan,5000,00,1040.0,936000.0,900.0,판촉물,판촉물,,0,유효기한 없음,0.0,0.0,0.0,,
280,7301591,레티놀배송지연엽서,1510,nan,5000,00,107.0,0.0,0.0,판촉물,판촉물,,0,유효기한 없음,0.0,0.0,0.0,,
281,7301695,[EA]멜라라필실리콘볼(소),1510,nan,5000,0000048193,5005.0,2376187.0,474.76263736263735,판촉물,판촉물,,0,유효기한 없음,0.0,0.0,0.0,,
282,7301742,"[EA]멜라라필프로페셔널툴즈키트(브러쉬,보울)",1510,nan,5000,D241029001,161.0,241500.0,1500.0,판촉물,판촉물,2099-12-31,26952,24개월 이상,16.333333333333332,0.0,0.0,472%,93.41322835286458
283,7301742,"[EA]멜라라필프로페셔널툴즈키트(브러쉬,보울)",1510,nan,5100,0,0.0,0.0,1500.0,판촉물,판촉물,,0,유효기한 없음,16.333333333333332,0.0,0.0,472%,93.41322835286458
284,7301742,"[EA]멜라라필프로페셔널툴즈키트(브러쉬,보울)",1510,nan,5100,D241029001,1.0,1500.0,1500.0,판촉물,판촉물,2099-12-31,26952,24개월 이상,16.333333333333332,0.0,0.0,472%,93.41322835286458
285,7301742,"[EA]멜라라필프로페셔널툴즈키트(브러쉬,보울)",1510,nan,7030,00,284.0,426000.0,1500.0,판촉물,판촉물,2099-12-31,26952,24개월 이상,16.333333333333332,0.0,0.0,472%,93.41322835286458
286,7301742,"[EA]멜라라필프로페셔널툴즈키트(브러쉬,보울)",1510,nan,7040,00,10325.0,15487500.0,1500.0,판촉물,판촉물,2099-12-31,26952,24개월 이상,16.333333333333332,8810.999999999944,13216499.999999916,472%,93.41322835286458
287,7301742,"[EA]멜라라필프로페셔널툴즈키트(브러쉬,보울)",1510,nan,7060,D241029001,438.0,657000.0,1500.0,판촉물,판촉물,2099-12-31,26952,24개월 이상,16.333333333333332,438.0,657000.0,472%,93.41322835286458
288,7301750,[판촉물_부자재]이지듀 한가인 사인엽서,1510,nan,5000,00,18910.0,756400.0,40.0,판촉물,판촉물,,0,유효기한 없음,0.0,0.0,0.0,,
292,7301751,[판촉물_부자재]이지듀 미니쇼핑백_24년추석용,1510,nan,5000,00,0.0,0.0,250.0,판촉물,판촉물,,0,유효기한 없음,399.0,0.0,0.0,900% 이상,3990.0
293,7301751,[판촉물_부자재]이지듀 미니쇼핑백_24년추석용,1510,nan,6090,00,2.0,500.0,250.0,판촉물,판촉물,,0,유효기한 없음,399.0,2.0,500.0,900% 이상,3990.0
294,7301915,[EA]그린코스메틱파우치,1510,nan,5000,nan,332.0,1261600.0,3800.0,판촉물,판촉물,,0,유효기한 없음,0.0,0.0,0.0,,
295,7301915,[EA]그린코스메틱파우치,1510,nan,6080,nan,50.0,190000.0,3800.0,판촉물,판촉물,,0,유효기한 없음,0.0,0.0,0.0,,
299,7301959,[판촉물_부자재]이지듀삼각쇼핑백_보테가,1510,nan,5000,nan,26.0,13000.0,500.0,판촉물,판촉물,,0,유효기한 없음,283.3333333333333,26.0,13000.0,900% 이상,2833.333333333333
301,7301996,[판촉물_부자재] 한가인 사인 엽서(리뉴얼),1510,nan,5000,00,1256.0,66568.0,53.0,판촉물,판촉물,,0,유효기한 없음,0.0,0.0,0.0,,
302,7302002,[상품]이지듀MD리젠크림85g,1510,nan,5000,4NA9002,498.0,7370400.0,14800.0,기타,기타,2027-11-24,617,24개월 미만,21.666666666666668,354.6666666666666,5249066.666666665,112%,45.97025553385417
303,7302002,[상품]이지듀MD리젠크림85g,1510,nan,5000,4UA9002,173.0,2560400.0,14800.0,기타,기타,2027-06-16,456,18개월 미만,21.666666666666668,0.0,0.0,112%,45.97025553385417
304,7302064,[상품]이지듀멜라샷비타민CBA건기식파우더2g*30ea,1510,nan,5000,250735,10614.0,79887569.0,7526.62229131336,기타,기타,2027-02-20,340,12개월 미만,18.0,10518.0,79165013.26003392,900% 이상,180.0
305,7302065,[상품]이지듀멜라샷비타민CBA건기식파우더2g*3ea,1510,nan,5000,250735,379.0,560352.0,1478.5013192612137,기타,기타,2027-02-20,340,12개월 미만,0.0,0.0,0.0,,
306,7302156,=배송비(해외)=,1510,nan,5000,nan,991.0,0.0,0.0,기타,기타,,0,유효기한 없음,2.0,991.0,0.0,900% 이상,20.0
307,7302184,[EA]현대팝업용멜라3종사쉐키트,1510,nan,5000,00,3000.0,5436000.0,1812.0,기타,기타,2027-06-16,456,18개월 미만,0.0,0.0,0.0,,
308,7302185,[카카오]멜라비토닝앰플쿠션본품(선물포장)_21호내추럴,1510,nan,5000,00,1.0,6500.0,6500.0,임가공,임가공,2027-02-26,346,12개월 미만,0.0,0.0,0.0,,
309,7302211,[부자재_쇼핑백]이지듀중형쇼핑백(220*90*200)_25가정의달,1510,nan,5000,00,120.0,35640.0,297.0,판촉물,판촉물,,0,유효기한 없음,323.5,120.0,35640.0,900% 이상,3235.0
311,7302221,[판촉물-상품]이지듀로즈에디션프리저브드플라워,1510,nan,5000,nan,7103.0,35756049.82221916,5033.936339887254,판촉물,판촉물,,0,유효기한 없음,0.0,0.0,0.0,,
312,7302222,[판촉물_상품]이지듀썸머메쉬백(L),1510,nan,5000,nan,1906.0,9510977.696364664,4990.01977773592,판촉물,판촉물,,0,유효기한 없음,0.0,0.0,0.0,,
313,7302222,[판촉물_상품]이지듀썸머메쉬백(L),1510,nan,5100,nan,1.0,4990.01977773592,4990.01977773592,판촉물,판촉물,,0,유효기한 없음,0.0,0.0,0.0,,
314,7302222,[판촉물_상품]이지듀썸머메쉬백(L),1510,nan,6040,nan,0.0,0.0,4990.01977773592,판촉물,판촉물,,0,유효기한 없음,0.0,0.0,0.0,,
315,7302222,[판촉물_상품]이지듀썸머메쉬백(L),1510,nan,6090,nan,3402.0,16976047.2838576,4990.01977773592,판촉물,판촉물,,0,유효기한 없음,0.0,0.0,0.0,,
323,7302223,[판촉물]이지듀대형쇼핑백_2025_(285*90*250),1510,nan,5000,nan,23022.0,7136820.0,310.0,판촉물,판촉물,,0,유효기한 없음,322.6666666666667,23022.0,7136820.0,900% 이상,3226.666666666667
324,7302223,[판촉물]이지듀대형쇼핑백_2025_(285*90*250),1510,nan,7060,nan,1.0,310.0,310.0,판촉물,판촉물,,0,유효기한 없음,322.6666666666667,1.0,310.0,900% 이상,3226.666666666667
327,7302229,베리어리페어세트_세트단상자(20CM),1510,nan,5000,nan,3875.0,2117773.2565620174,546.5221307256819,판촉물,판촉물,,0,유효기한 없음,10.0,3875.0,2117773.2565620174,900% 이상,100.0
328,7302250,[판촉물]이지듀여행용파우치그린,1510,nan,5000,nan,480.0,1582335.9749412686,3296.533281127643,판촉물,판촉물,,0,유효기한 없음,0.3333333333333333,480.0,1582335.9749412686,900% 이상,3.333333333333333
